NO,방송사,제목,방영일,요일,회차,시청률,종합 순위,장르,장르별 순위,방송시작시간,방송종료시간,방송시간,,,
1 ,채널A,성적을 부탁해 티처스2,2024.9.1,일,24 ,1.339%,14 ,예능,6 ,19:50,21:00,1:10,,,
2 ,채널A,성적을 부탁해 티처스2,2024.8.25,일,23 ,1.048%,26 ,예능,10 ,19:50,21:00,1:10,,,
3 ,채널A,성적을 부탁해 티처스2,2024.8.18,일,22 ,0.994%,27 ,예능,11 ,19:50,21:00,1:10,,,
4 ,채널A,성적을 부탁해 티처스2,2024.8.11,일,21 ,1.081%,26 ,예능,7 ,19:50,21:00,1:10,,,
5 ,채널A,성적을 부탁해 티처스2,2024.8.4,일,20 ,1.223%,23 ,예능,9 ,19:50,21:00,1:10,,,
6 ,채널A,성적을 부탁해 티처스2,2024.7.28,일,19 ,1.443%,13 ,예능,5 ,19:50,21:00,1:10,,,
7 ,채널A,성적을 부탁해 티처스2,2024.7.21,일,18 ,0.825%,32 ,예능,14 ,19:50,21:00,1:10,,,
8 ,채널A,성적을 부탁해 티처스2,2024.7.14,일,17 ,1.008%,27 ,예능,11 ,19:50,21:00,1:10,,,
9 ,채널A,성적을 부탁해 티처스2,2024.7.7,일,16 ,1.123%,25 ,예능,10 ,19:50,21:00,1:10,,,
10 ,채널A,성적을 부탁해 티처스2,2024.6.30,일,15 ,1.056%,27 ,예능,13 ,19:50,21:00,1:10,,,
11 ,채널A,절친 토큐멘터리 4인용식탁,2024.8.26,월,51 ,1.777%,17 ,기타,8 ,20:10,21:10,1:00,,,
12 ,채널A,절친 토큐멘터리 4인용식탁,2024.8.19,월,50 ,1.689%,15 ,기타,6 ,20:10,21:10,1:00,,,
13 ,채널A,절친 토큐멘터리 4인용식탁,2024.8.12,월,49 ,1.925%,16 ,기타,7 ,20:10,21:10,1:00,,,
14 ,채널A,절친 토큐멘터리 4인용식탁,2024.8.5,월,48 ,1.399%,22 ,기타,10 ,20:10,21:10,1:00,,,
15 ,채널A,절친 토큐멘터리 4인용식탁,2024.7.29,월,47 ,2.093%,11 ,기타,4 ,20:10,21:10,1:00,,,
16 ,채널A,절친 토큐멘터리 4인용식탁,2024.7.22,월,46 ,1.010%,30 ,기타,12 ,20:10,21:10,1:00,,,
17 ,채널A,절친 토큐멘터리 4인용식탁,2024.7.15,월,45 ,1.383%,22 ,기타,9 ,20:10,21:10,1:00,,,
18 ,채널A,절친 토큐멘터리 4인용식탁,2024.7.8,월,44 ,1.575%,22 ,기타,9 ,20:10,21:10,1:00,,,
19 ,채널A,절친 토큐멘터리 4인용식탁,2024.7.1,월,43 ,1.221%,24 ,기타,9 ,20:10,21:10,1:00,,,
20 ,채널A,절친 토큐멘터리 4인용식탁,2024.6.24,월,42 ,1.644%,20 ,기타,9 ,20:10,21:10,1:00,,,
21 ,채널A,절친 토큐멘터리 4인용식탁,2024.6.17,월,41 ,1.876%,16 ,기타,8 ,20:10,21:10,1:00,,,
22 ,채널A,절친 토큐멘터리 4인용식탁,2024.6.10,월,40 ,1.529%,20 ,기타,8 ,20:10,21:10,1:00,,,
23 ,채널A,절친 토큐멘터리 4인용식탁,2024.6.3,월,39 ,1.434%,22 ,기타,9 ,20:10,21:10,1:00,,,
24 ,채널A,탐정들의 영업비밀,2024.8.26,월,23 ,2.017%,11 ,예능,6 ,21:30,23:00,1:30,,,
25 ,채널A,탐정들의 영업비밀,2024.8.19,월,22 ,1.859%,12 ,예능,5 ,21:30,23:00,1:30,,,
26 ,채널A,탐정들의 영업비밀,2024.8.12,월,21 ,2.088%,13 ,예능,5 ,21:30,23:00,1:30,,,
27 ,채널A,탐정들의 영업비밀,2024.8.5,월,20 ,2.565%,11 ,예능,7 ,21:30,23:00,1:30,,,
28 ,채널A,탐정들의 영업비밀,2024.7.22,월,19 ,2.088%,18 ,예능,9 ,21:30,23:00,1:30,,,
29 ,채널A,탐정들의 영업비밀,2024.7.15,월,18 ,1.820%,19 ,예능,8 ,21:30,23:00,1:30,,,
30 ,채널A,탐정들의 영업비밀,2024.7.8,월,17 ,1.828%,20 ,예능,8 ,21:30,23:00,1:30,,,
31 ,채널A,탐정들의 영업비밀,2024.7.1,월,16 ,1.822%,17 ,예능,8 ,21:30,23:00,1:30,,,
32 ,채널A,탐정들의 영업비밀,2024.6.24,월,15 ,1.830%,17 ,예능,8 ,21:30,23:00,1:30,,,
33 ,채널A,탐정들의 영업비밀,2024.6.17,월,14 ,1.174%,25 ,예능,10 ,21:30,23:00,1:30,,,
34 ,채널A,탐정들의 영업비밀,2024.6.10,월,13 ,1.506%,21 ,예능,9 ,21:30,23:00,1:30,,,
35 ,채널A,탐정들의 영업비밀,2024.6.3,월,12 ,1.547%,21 ,예능,8 ,21:30,23:00,1:30,,,
36 ,채널A,요즘 남자 라이프 신랑수업,2024.8.28,수,129 ,2.304%,9 ,예능,4 ,21:30,22:50,1:20,,,
37 ,채널A,요즘 남자 라이프 신랑수업,2024.8.21,수,128 ,1.940%,13 ,예능,5 ,21:30,22:50,1:20,,,
38 ,채널A,요즘 남자 라이프 신랑수업,2024.8.14,수,127 ,2.224%,11 ,예능,4 ,21:30,22:50,1:20,,,
39 ,채널A,요즘 남자 라이프 신랑수업,2024.8.7,수,126 ,2.449%,7 ,예능,3 ,21:30,22:50,1:20,,,
40 ,채널A,요즘 남자 라이프 신랑수업,2024.7.31,수,125 ,1.792%,13 ,예능,4 ,21:30,22:50,1:20,,,
41 ,채널A,요즘 남자 라이프 신랑수업,2024.7.24,수,124 ,2.800%,5 ,예능,3 ,21:30,22:50,1:20,,,
42 ,채널A,요즘 남자 라이프 신랑수업,2024.7.17,수,123 ,2.568%,8 ,예능,4 ,21:30,22:50,1:20,,,
43 ,채널A,요즘 남자 라이프 신랑수업,2024.7.10,수,122 ,2.593%,5 ,예능,2 ,21:30,22:50,1:20,,,
44 ,채널A,요즘 남자 라이프 신랑수업,2024.7.3,수,121 ,2.797%,2 ,예능,2 ,21:30,22:50,1:20,,,
45 ,채널A,요즘 남자 라이프 신랑수업,2024.6.26,수,120 ,2.467%,6 ,예능,3 ,21:30,22:50,1:20,,,
46 ,채널A,요즘 남자 라이프 신랑수업,2024.6.19,수,119 ,2.673%,4 ,예능,2 ,21:30,22:50,1:20,,,
47 ,채널A,요즘 남자 라이프 신랑수업,2024.6.12,수,118 ,2.296%,10 ,예능,4 ,21:30,22:50,1:20,,,
48 ,채널A,요즘 남자 라이프 신랑수업,2024.6.5,수,117 ,2.543%,4 ,예능,1 ,21:30,22:50,1:20,,,
49 ,채널A,오은영의 금쪽상담소,2024.8.29,목,147 ,1.268%,21 ,예능,7 ,20:10,21:10,1:00,,,
50 ,채널A,오은영의 금쪽상담소,2024.8.22,목,146 ,1.243%,23 ,예능,8 ,20:10,21:10,1:00,,,
51 ,채널A,오은영의 금쪽상담소,2024.8.15,목,145 ,1.137%,28 ,예능,14 ,20:10,21:10,1:00,,,
52 ,채널A,오은영의 금쪽상담소,2024.8.8,목,144 ,1.519%,20 ,예능,6 ,20:10,21:10,1:00,,,
53 ,채널A,오은영의 금쪽상담소,2024.8.1,목,143 ,1.492%,19 ,예능,5 ,20:10,21:10,1:00,,,
54 ,채널A,오은영의 금쪽상담소,2024.7.25,목,142 ,0.784%,34 ,예능,12 ,20:10,21:10,1:00,,,
55 ,채널A,오은영의 금쪽상담소,2024.7.18,목,141 ,0.924%,32 ,예능,12 ,20:10,21:10,1:00,,,
56 ,채널A,오은영의 금쪽상담소,2024.7.11,목,140 ,1.534%,22 ,예능,8 ,20:10,21:10,1:00,,,
57 ,채널A,오은영의 금쪽상담소,2024.7.4,목,139 ,1.418%,24 ,예능,8 ,20:10,21:10,1:00,,,
58 ,채널A,오은영의 금쪽상담소,2024.6.27,목,138 ,1.529%,21 ,예능,7 ,20:10,21:10,1:00,,,
59 ,채널A,오은영의 금쪽상담소,2024.6.20,목,137 ,0.950%,30 ,예능,11 ,20:10,21:10,1:00,,,
60 ,채널A,오은영의 금쪽상담소,2024.6.13,목,136 ,1.254%,24 ,예능,8 ,20:10,21:10,1:00,,,
61 ,채널A,오은영의 금쪽상담소,2024.6.6,목,135 ,1.365%,15 ,예능,7 ,20:10,21:10,1:00,,,
62 ,채널A,아빠는 꽃중년,2024.8.29,목,18 ,1.782%,15 ,예능,6 ,21:30,23:15,1:45,,,
63 ,채널A,아빠는 꽃중년,2024.8.22,목,17 ,1.518%,19 ,예능,6 ,21:30,23:15,1:45,,,
64 ,채널A,아빠는 꽃중년,2024.8.15,목,16 ,1.886%,14 ,예능,6 ,21:30,23:15,1:45,,,
65 ,채널A,아빠는 꽃중년,2024.8.1,목,15 ,2.393%,10 ,예능,4 ,21:30,23:15,1:45,,,
66 ,채널A,아빠는 꽃중년,2024.7.25,목,14 ,1.923%,16 ,예능,4 ,21:30,23:15,1:45,,,
67 ,채널A,아빠는 꽃중년,2024.7.18,목,13 ,1.827%,17 ,예능,4 ,21:30,23:15,1:45,,,
68 ,채널A,아빠는 꽃중년,2024.7.11,목,12 ,2.282%,12 ,예능,4 ,21:30,23:15,1:45,,,
69 ,채널A,아빠는 꽃중년,2024.7.4,목,11 ,1.719%,18 ,예능,7 ,21:30,23:15,1:45,,,
70 ,채널A,아빠는 꽃중년,2024.6.27,목,10 ,1.637%,18 ,예능,6 ,21:30,23:15,1:45,,,
71 ,채널A,아빠는 꽃중년,2024.6.20,목,9 ,1.439%,22 ,예능,7 ,21:30,23:15,1:45,,,
72 ,채널A,아빠는 꽃중년,2024.6.13,목,8 ,1.916%,13 ,예능,4 ,21:30,23:15,1:45,,,
73 ,채널A,요즘 육아 금쪽같은 내새끼,2024.8.30,금,205 ,1.184%,19 ,예능,6 ,20:10,21:20,1:10,,,
74 ,채널A,요즘 육아 금쪽같은 내새끼,2024.8.23,금,204 ,1.422%,17 ,예능,5 ,20:10,21:20,1:10,,,
75 ,채널A,요즘 육아 금쪽같은 내새끼,2024.8.16,금,203 ,1.630%,15 ,예능,4 ,20:10,21:20,1:10,,,
76 ,채널A,요즘 육아 금쪽같은 내새끼,2024.8.9,금,202 ,1.883%,15 ,예능,4 ,20:10,21:20,1:10,,,
77 ,채널A,요즘 육아 금쪽같은 내새끼,2024.7.26,금,201 ,1.686%,16 ,예능,4 ,20:10,21:20,1:10,,,
78 ,채널A,요즘 육아 금쪽같은 내새끼,2024.7.19,금,200 ,1.719%,16 ,예능,4 ,20:10,21:20,1:10,,,
79 ,채널A,요즘 육아 금쪽같은 내새끼,2024.7.12,금,199 ,1.299%,19 ,예능,6 ,20:10,21:20,1:10,,,
80 ,채널A,요즘 육아 금쪽같은 내새끼,2024.7.5,금,198 ,1.805%,15 ,예능,4 ,20:10,21:20,1:10,,,
81 ,채널A,요즘 육아 금쪽같은 내새끼,2024.6.28,금,197 ,1.775%,13 ,예능,4 ,20:10,21:20,1:10,,,
82 ,채널A,요즘 육아 금쪽같은 내새끼,2024.6.14,금,196 ,2.133%,6 ,예능,4 ,20:10,21:20,1:10,,,
83 ,채널A,요즘 육아 금쪽같은 내새끼,2024.6.7,금,195 ,1.516%,17 ,예능,6 ,20:10,21:20,1:10,,,
84 ,채널A,남의 나라 살아요 선 넘은 패밀리,2024.8.30,금,48 ,1.359%,16 ,예능,4 ,21:40,23:00,1:20,,,
85 ,채널A,남의 나라 살아요 선 넘은 패밀리,2024.8.23,금,47 ,1.179%,21 ,예능,6 ,21:40,23:00,1:20,,,
86 ,채널A,남의 나라 살아요 선 넘은 패밀리,2024.8.16,금,46 ,1.242%,19 ,예능,6 ,21:40,23:00,1:20,,,
87 ,채널A,남의 나라 살아요 선 넘은 패밀리,2024.8.9,금,45 ,1.696%,18 ,예능,5 ,21:40,23:00,1:20,,,
88 ,채널A,남의 나라 살아요 선 넘은 패밀리,2024.7.26,금,44 ,1.356%,18 ,예능,5 ,21:40,23:00,1:20,,,
89 ,채널A,남의 나라 살아요 선 넘은 패밀리,2024.7.19,금,43 ,1.311%,20 ,예능,6 ,21:40,23:00,1:20,,,
90 ,채널A,남의 나라 살아요 선 넘은 패밀리,2024.7.12,금,42 ,1.121%,24 ,예능,8 ,21:40,23:00,1:20,,,
91 ,채널A,남의 나라 살아요 선 넘은 패밀리,2024.7.5,금,41 ,1.218%,22 ,예능,7 ,21:40,23:00,1:20,,,
92 ,채널A,남의 나라 살아요 선 넘은 패밀리,2024.6.28,금,40 ,1.150%,23 ,예능,6 ,21:40,23:00,1:20,,,
93 ,채널A,남의 나라 살아요 선 넘은 패밀리,2024.6.21,금,39 ,1.354%,20 ,예능,6 ,21:40,23:00,1:20,,,
94 ,채널A,남의 나라 살아요 선 넘은 패밀리,2024.6.14,금,38 ,1.656%,14 ,예능,5 ,21:40,23:00,1:20,,,
95 ,채널A,남의 나라 살아요 선 넘은 패밀리,2024.6.7,금,37 ,1.541%,16 ,예능,5 ,21:40,23:00,1:20,,,
96 ,채널A,새벽 2시의 신데렐라,2024.9.1,일,4 ,0.628%,NULL,드라마,NULL,21:20,22:20,1:00,,,
97 ,채널A,새벽 2시의 신데렐라,2024.8.31,토,3 ,0.801%,NULL,드라마,NULL,21:20,22:20,1:00,,,
98 ,채널A,새벽 2시의 신데렐라,2024.8.25,일,2 ,0.400%,NULL,드라마,NULL,21:20,22:20,1:00,,,
99 ,채널A,새벽 2시의 신데렐라,2024.8.24,토,1 ,0.500%,NULL,드라마,NULL,21:20,22:20,1:00,,,
100 ,채널A,이제 만나러 갑니다,2024.9.1,일,662 ,2.375%,3 ,예능,2 ,22:50,0:10,1:20,,,
101 ,채널A,이제 만나러 갑니다,2024.8.25,일,661 ,2.128%,4 ,예능,3 ,22:50,0:10,1:20,,,
102 ,채널A,이제 만나러 갑니다,2024.8.18,일,660 ,2.560%,5 ,예능,4 ,22:50,0:10,1:20,,,
103 ,채널A,이제 만나러 갑니다,2024.8.11,일,659 ,2.218%,3 ,예능,1 ,22:50,0:10,1:20,,,
104 ,채널A,이제 만나러 갑니다,2024.8.4,일,658 ,1.974%,7 ,예능,3 ,22:50,0:10,1:20,,,
105 ,채널A,이제 만나러 갑니다,2024.7.28,일,657 ,1.491%,10 ,예능,3 ,22:50,0:10,1:20,,,
106 ,채널A,이제 만나러 갑니다,2024.7.21,일,656 ,2.388%,3 ,예능,2 ,22:50,0:10,1:20,,,
107 ,채널A,이제 만나러 갑니다,2024.7.14,일,655 ,2.342%,3 ,예능,2 ,22:50,0:10,1:20,,,
108 ,채널A,이제 만나러 갑니다,2024.7.7,일,654 ,2.469%,3 ,예능,2 ,22:50,0:10,1:20,,,
109 ,채널A,이제 만나러 갑니다,2024.6.30,일,653 ,2.543%,3 ,예능,2 ,22:50,0:10,1:20,,,
110 ,채널A,이제 만나러 갑니다,2024.6.23,일,652 ,2.130%,3 ,예능,2 ,22:50,0:10,1:20,,,
111 ,채널A,이제 만나러 갑니다,2024.6.16,일,651 ,2.406%,5 ,예능,2 ,22:50,0:10,1:20,,,
112 ,채널A,이제 만나러 갑니다,2024.6.9,일,650 ,1.977%,6 ,예능,3 ,22:50,0:10,1:20,,,
113 ,JTBC,톡파원 25시,2024.8.26,월,126 ,3.483%,4 ,예능,4 ,20:50,22:10,1:20,,,
114 ,JTBC,톡파원 25시,2024.8.19,월,125 ,3.180%,3 ,예능,3 ,20:50,22:10,1:20,,,
115 ,JTBC,톡파원 25시,2024.8.12,월,124 ,3.207%,4 ,예능,3 ,20:50,22:10,1:20,,,
116 ,JTBC,톡파원 25시,2024.8.5,월,123 ,3.214%,5 ,예능,4 ,20:50,22:10,1:20,,,
117 ,JTBC,톡파원 25시,2024.7.22,월,122 ,3.424%,4 ,예능,4 ,20:50,22:10,1:20,,,
118 ,JTBC,톡파원 25시,2024.7.15,월,121 ,3.424%,2 ,예능,2 ,20:50,22:10,1:20,,,
119 ,JTBC,톡파원 25시,2024.7.8,월,120 ,3.291%,5 ,예능,4 ,20:50,22:10,1:20,,,
120 ,JTBC,톡파원 25시,2024.7.1,월,119 ,3.233%,3 ,예능,3 ,20:50,22:10,1:20,,,
121 ,JTBC,톡파원 25시,2024.6.24,월,118 ,2.462%,9 ,예능,5 ,20:50,22:10,1:20,,,
122 ,JTBC,톡파원 25시,2024.6.17,월,117 ,2.960%,6 ,예능,5 ,20:50,22:10,1:20,,,
123 ,JTBC,톡파원 25시,2024.6.10,월,116 ,2.605%,5 ,예능,3 ,20:50,22:10,1:20,,,
124 ,JTBC,톡파원 25시,2024.6.3,월,115 ,2.242%,12 ,예능,6 ,20:50,22:10,1:20,,,
125 ,JTBC,최강야구,2024.8.26,월,96 ,3.208%,5 ,예능,5 ,22:30,0:40,2:10,,,
126 ,JTBC,최강야구,2024.8.19,월,95 ,3.019%,5 ,예능,4 ,22:30,0:40,2:10,,,
127 ,JTBC,최강야구,2024.8.12,월,94 ,2.940%,5 ,예능,4 ,22:30,0:40,2:10,,,
128 ,JTBC,최강야구,2024.8.5,월,93 ,3.232%,4 ,예능,3 ,22:30,0:40,2:10,,,
129 ,JTBC,최강야구,2024.7.29,월,92 ,2.987%,2 ,예능,1 ,22:30,0:40,2:10,,,
130 ,JTBC,최강야구,2024.7.22,월,91 ,3.238%,6 ,예능,5 ,22:30,0:40,2:10,,,
131 ,JTBC,최강야구,2024.7.15,월,90 ,3.274%,3 ,예능,3 ,22:30,0:40,2:10,,,
132 ,JTBC,최강야구,2024.7.8,월,89 ,3.491%,3 ,예능,2 ,22:30,0:40,2:10,,,
133 ,JTBC,최강야구,2024.7.1,월,88 ,3.465%,2 ,예능,2 ,22:30,0:40,2:10,,,
134 ,JTBC,최강야구,2024.6.24,월,87 ,3.512%,2 ,예능,2 ,22:30,0:40,2:10,,,
135 ,JTBC,최강야구,2024.6.17,월,86 ,3.302%,3 ,예능,3 ,22:30,0:40,2:10,,,
136 ,JTBC,최강야구,2024.6.10,월,85 ,3.063%,1 ,예능,1 ,22:30,0:40,2:10,,,
137 ,JTBC,최강야구,2024.6.3,월,84 ,3.162%,3 ,예능,3 ,22:30,0:40,2:10,,,
138 ,JTBC,한블리 (한문철의 블랙박스 리뷰),2024.8.27,화,93 ,2.777%,6 ,교양,NULL,20:50,22:30,1:40,,,
139 ,JTBC,한블리 (한문철의 블랙박스 리뷰),2024.8.20,화,92 ,3.344%,2 ,교양,NULL,20:50,22:30,1:40,,,
140 ,JTBC,한블리 (한문철의 블랙박스 리뷰),2024.8.13,화,91 ,2.920%,4 ,교양,NULL,20:50,22:30,1:40,,,
141 ,JTBC,한블리 (한문철의 블랙박스 리뷰),2024.8.6,화,90 ,3.290%,3 ,교양,NULL,20:50,22:30,1:40,,,
142 ,JTBC,한블리 (한문철의 블랙박스 리뷰),2024.7.30,화,89 ,3.361%,2 ,교양,NULL,20:50,22:30,1:40,,,
143 ,JTBC,한블리 (한문철의 블랙박스 리뷰),2024.7.23,화,88 ,3.528%,3 ,교양,NULL,20:50,22:30,1:40,,,
144 ,JTBC,한블리 (한문철의 블랙박스 리뷰),2024.7.16,화,87 ,3.266%,7 ,교양,NULL,20:50,22:30,1:40,,,
145 ,JTBC,한블리 (한문철의 블랙박스 리뷰),2024.7.9,화,86 ,2.907%,10 ,교양,NULL,20:50,22:30,1:40,,,
146 ,JTBC,한블리 (한문철의 블랙박스 리뷰),2024.7.2,화,85 ,2.935%,5 ,교양,NULL,20:50,22:30,1:40,,,
147 ,JTBC,한블리 (한문철의 블랙박스 리뷰),2024.6.25,화,84 ,3.037%,4 ,교양,NULL,20:50,22:30,1:40,,,
148 ,JTBC,한블리 (한문철의 블랙박스 리뷰),2024.6.18,화,83 ,2.456%,7 ,교양,NULL,20:50,22:30,1:40,,,
149 ,JTBC,한블리 (한문철의 블랙박스 리뷰),2024.6.11,화,82 ,2.476%,8 ,교양,NULL,20:50,22:30,1:40,,,
150 ,JTBC,한블리 (한문철의 블랙박스 리뷰),2024.6.4,화,81 ,2.451%,6 ,교양,NULL,20:50,22:30,1:40,,,
151 ,JTBC,끝사랑,2024.8.29,목,3 ,2.165%,11 ,예능,5 ,20:50,22:20,1:30,,,
152 ,JTBC,끝사랑,2024.8.22,목,2 ,2.217%,12 ,예능,5 ,20:50,22:20,1:30,,,
153 ,JTBC,끝사랑,2024.8.15,목,1 ,1.910%,12 ,예능,5 ,20:50,22:20,1:30,,,
154 ,JTBC,놀아주는 여자,2024.8.1,목,16 ,2.939%,4 ,드라마,1 ,20:50,21:50,1:00,,,
155 ,JTBC,놀아주는 여자,2024.7.31,수,15 ,2.813%,4 ,드라마,1 ,20:50,21:50,1:00,,,
156 ,JTBC,놀아주는 여자,2024.7.25,목,14 ,2.322%,11 ,드라마,1 ,20:50,21:50,1:00,,,
157 ,JTBC,놀아주는 여자,2024.7.24,수,13 ,2.640%,8 ,드라마,1 ,20:50,21:50,1:00,,,
158 ,JTBC,놀아주는 여자,2024.7.18,목,12 ,2.710%,7 ,드라마,1 ,20:50,21:50,1:00,,,
159 ,JTBC,놀아주는 여자,2024.7.17,수,11 ,2.863%,5 ,드라마,1 ,20:50,21:50,1:00,,,
160 ,JTBC,놀아주는 여자,2024.7.11,목,10 ,3.003%,5 ,드라마,1 ,20:50,21:50,1:00,,,
161 ,JTBC,놀아주는 여자,2024.7.10,수,9 ,2.625%,3 ,드라마,1 ,20:50,21:50,1:00,,,
162 ,JTBC,놀아주는 여자,2024.7.4,목,8 ,2.759%,4 ,드라마,1 ,20:50,21:50,1:00,,,
163 ,JTBC,놀아주는 여자,2024.7.3,수,7 ,2.488%,5 ,드라마,1 ,20:50,21:50,1:00,,,
164 ,JTBC,놀아주는 여자,2024.6.27,목,6 ,2.626%,5 ,드라마,1 ,20:50,21:50,1:00,,,
